_id,AnnoA,AteneoNOME,AteneoCOD,SESSO,Isc
2834,2006/2007,Roma Tre,5807,M,14652
2835,2006/2007,Roma UNICUSANO - telematica,5815,F,263
2836,2006/2007,Roma UNICUSANO - telematica,5815,M,475
2837,2006/2007,Roma UNINETTUNO - telematica,5813,F,204
2838,2006/2007,Roma UNINETTUNO - telematica,5813,M,355
2839,2006/2007,Roma UNINT,5809,F,836
2840,2006/2007,Roma UNINT,5809,M,954
2841,2006/2007,Roma UNITELMA - telematica,5811,F,219
2842,2006/2007,Roma UNITELMA - telematica,5811,M,506
2843,2006/2007,Salento,7501,F,18419
2844,2006/2007,Salento,7501,M,9570
2845,2006/2007,Salerno,6501,F,23056
2846,2006/2007,Salerno,6501,M,15973
2847,2006/2007,Sannio,6201,F,3576
2848,2006/2007,Sannio,6201,M,3615
2849,2006/2007,Sassari,9001,F,10006
2850,2006/2007,Sassari,9001,M,5435
2851,2006/2007,Siena,5201,F,10844
2852,2006/2007,Siena,5201,M,8050
2853,2006/2007,Siena Stranieri,5202,F,432
2854,2006/2007,Siena Stranieri,5202,M,78
2855,2006/2007,Teramo,6701,F,5208
2856,2006/2007,Teramo,6701,M,4415
2857,2006/2007,Torino,101,F,37660
2858,2006/2007,Torino,101,M,22560
2859,2006/2007,Torino Politecnico,102,F,6362
2860,2006/2007,Torino Politecnico,102,M,17726
2861,2006/2007,Torrevecchia Teatina Leonardo da Vinci - telematica,6902,F,104
2862,2006/2007,Torrevecchia Teatina Leonardo da Vinci - telematica,6902,M,92
2863,2006/2007,Trento,2201,F,7933
2864,2006/2007,Trento,2201,M,7597
2865,2006/2007,Trieste,3201,F,11043
2866,2006/2007,Trieste,3201,M,8091
2867,2006/2007,Tuscia,5601,F,4582
2868,2006/2007,Tuscia,5601,M,7064
2869,2006/2007,Udine,3001,F,8596
2870,2006/2007,Udine,3001,M,7811
2871,2006/2007,Urbino,4101,F,10081
2872,2006/2007,Urbino,4101,M,6434
2873,2006/2007,Venezia C Foscari,2701,F,10425
2874,2006/2007,Venezia C Foscari,2701,M,6406
2875,2006/2007,Venezia Iuav,2702,F,3015
2876,2006/2007,Venezia Iuav,2702,M,3158
2877,2006/2007,Verona,2301,F,13352
2878,2006/2007,Verona,2301,M,6934
2879,2005/2006,Aosta,701,F,587
2880,2005/2006,Aosta,701,M,197
2881,2005/2006,Bari,7201,F,39190
2882,2005/2006,Bari,7201,M,21898
2883,2005/2006,Bari Politecnico,7202,F,3154
2884,2005/2006,Bari Politecnico,7202,M,8247
2885,2005/2006,Basilicata,7601,F,4109
2886,2005/2006,Basilicata,7601,M,3636
2887,2005/2006,Bergamo,1601,F,8177
2888,2005/2006,Bergamo,1601,M,5142
2889,2005/2006,Bologna,3701,F,52384
2890,2005/2006,Bologna,3701,M,43387
2891,2005/2006,Bolzano,2101,F,1386
2892,2005/2006,Bolzano,2101,M,573
2893,2005/2006,Bra Scienze Gastronomiche,401,F,64
2894,2005/2006,Bra Scienze Gastronomiche,401,M,58
2895,2005/2006,Brescia,1701,F,6337
2896,2005/2006,Brescia,1701,M,7141
2897,2005/2006,Cagliari,9201,F,21324
2898,2005/2006,Cagliari,9201,M,12847
2899,2005/2006,Calabria,7801,F,17648
2900,2005/2006,Calabria,7801,M,13863
2901,2005/2006,Camerino,4302,F,3887
2902,2005/2006,Camerino,4302,M,5236
2903,2005/2006,Casamassima - G.Degennaro,7203,F,420
2904,2005/2006,Casamassima - G.Degennaro,7203,M,964
2905,2005/2006,Cassino,6001,F,7340
2906,2005/2006,Cassino,6001,M,5905
2907,2005/2006,Castellanza LIUC,1201,F,630
2908,2005/2006,Castellanza LIUC,1201,M,1395
2909,2005/2006,Catania,8701,F,37667
2910,2005/2006,Catania,8701,M,24826
2911,2005/2006,Catanzaro,7901,F,7852
2912,2005/2006,Catanzaro,7901,M,5199
2913,2005/2006,Chieti e Pescara,6901,F,20098
2914,2005/2006,Chieti e Pescara,6901,M,14915
2915,2005/2006,Enna KORE,8601,F,388
2916,2005/2006,Enna KORE,8601,M,690
2917,2005/2006,Ferrara,3801,F,9429
2918,2005/2006,Ferrara,3801,M,8027
2919,2005/2006,Firenze,4801,F,35064
2920,2005/2006,Firenze,4801,M,25372
2921,2005/2006,Foggia,7101,F,6415
2922,2005/2006,Foggia,7101,M,4193
2923,2005/2006,Genova,1001,F,19795
2924,2005/2006,Genova,1001,M,15434
2925,2005/2006,Insubria,1202,F,4764
2926,2005/2006,Insubria,1202,M,3990
2927,2005/2006,L'Aquila,6601,F,10002
2928,2005/2006,L'Aquila,6601,M,8972
2929,2005/2006,Macerata,4301,F,7939
2930,2005/2006,Macerata,4301,M,4200
2931,2005/2006,Marche,4201,F,6300
2932,2005/2006,Marche,4201,M,8787
2933,2005/2006,Messina,8301,F,22403
2934,2005/2006,Messina,8301,M,13171
2935,2005/2006,Milano,1501,F,33298
2936,2005/2006,Milano,1501,M,24409
2937,2005/2006,Milano Bicocca,1509,F,17473
2938,2005/2006,Milano Bicocca,1509,M,10167
2939,2005/2006,Milano Bocconi,1503,F,5527
2940,2005/2006,Milano Bocconi,1503,M,6988
2941,2005/2006,Milano Cattolica,1504,F,24815
2942,2005/2006,Milano Cattolica,1504,M,13098
2943,2005/2006,Milano IULM,1505,F,4350
2944,2005/2006,Milano IULM,1505,M,1921
2945,2005/2006,Milano Politecnico,1502,F,11207
2946,2005/2006,Milano Politecnico,1502,M,27136
2947,2005/2006,Milano San Raffaele,1508,F,1126
2948,2005/2006,Milano San Raffaele,1508,M,562
2949,2005/2006,Modena e Reggio Emilia,3601,F,8795
2950,2005/2006,Modena e Reggio Emilia,3601,M,7886
2951,2005/2006,Molise,7001,F,5173
2952,2005/2006,Molise,7001,M,4525
2953,2005/2006,Napoli Benincasa,6304,F,10124
2954,2005/2006,Napoli Benincasa,6304,M,2198
2955,2005/2006,Napoli Federico II,6301,F,51987
2956,2005/2006,Napoli Federico II,6301,M,44413
2957,2005/2006,Napoli L'Orientale,6303,F,7893
2958,2005/2006,Napoli L'Orientale,6303,M,2357
2959,2005/2006,Napoli Parthenope,6302,F,7418
2960,2005/2006,Napoli Parthenope,6302,M,9083
2961,2005/2006,Napoli Vanvitelli,6306,F,15617
2962,2005/2006,Napoli Vanvitelli,6306,M,12051
2963,2005/2006,Padova,2801,F,33679
2964,2005/2006,Padova,2801,M,25881
2965,2005/2006,Palermo,8201,F,37395
2966,2005/2006,Palermo,8201,M,25955
2967,2005/2006,Parma,3401,F,14933
2968,2005/2006,Parma,3401,M,12388
2969,2005/2006,Pavia,1801,F,12007
2970,2005/2006,Pavia,1801,M,9362
2971,2005/2006,Perugia,5401,F,18880
2972,2005/2006,Perugia,5401,M,15248
2973,2005/2006,Perugia Stranieri,5403,F,1583
2974,2005/2006,Perugia Stranieri,5403,M,1154
2975,2005/2006,Piemonte Orientale,201,F,5798
2976,2005/2006,Piemonte Orientale,201,M,3571
2977,2005/2006,Pisa,5001,F,24186
2978,2005/2006,Pisa,5001,M,22510
2979,2005/2006,Reggio Calabria,8001,F,4814
2980,2005/2006,Reggio Calabria,8001,M,5160
2981,2005/2006,Roma Biomedico,5808,F,486
2982,2005/2006,Roma Biomedico,5808,M,355
2983,2005/2006,Roma Europea,5812,F,69
2984,2005/2006,Roma Europea,5812,M,54
2985,2005/2006,Roma Foro Italico,5806,F,549
2986,2005/2006,Roma Foro Italico,5806,M,851
2987,2005/2006,Roma La Sapienza,5801,F,78819
2988,2005/2006,Roma La Sapienza,5801,M,53756
2989,2005/2006,Roma LUISS,5805,F,2846
2990,2005/2006,Roma LUISS,5805,M,2754
2991,2005/2006,Roma LUMSA,5803,F,5124
2992,2005/2006,Roma LUMSA,5803,M,2637
2993,2005/2006,Roma Marconi - telematica,5810,F,805
2994,2005/2006,Roma Marconi - telematica,5810,M,2846
2995,2005/2006,Roma Tor Vergata,5802,F,17852
2996,2005/2006,Roma Tor Vergata,5802,M,17343
2997,2005/2006,Roma Tre,5807,F,20814
2998,2005/2006,Roma Tre,5807,M,14285
2999,2005/2006,Roma UNINETTUNO - telematica,5813,F,67
3000,2005/2006,Roma UNINETTUNO - telematica,5813,M,108
3001,2005/2006,Roma UNINT,5809,F,1492
3002,2005/2006,Roma UNINT,5809,M,1603
3003,2005/2006,Roma UNITELMA - telematica,5811,F,407
3004,2005/2006,Roma UNITELMA - telematica,5811,M,956
3005,2005/2006,Salento,7501,F,18748
3006,2005/2006,Salento,7501,M,10027
3007,2005/2006,Salerno,6501,F,23050
3008,2005/2006,Salerno,6501,M,16115
3009,2005/2006,Sannio,6201,F,3589
3010,2005/2006,Sannio,6201,M,3672
3011,2005/2006,Sassari,9001,F,10088
3012,2005/2006,Sassari,9001,M,5809
3013,2005/2006,Siena,5201,F,11000
3014,2005/2006,Siena,5201,M,8824
3015,2005/2006,Siena Stranieri,5202,F,388
3016,2005/2006,Siena Stranieri,5202,M,71
3017,2005/2006,Teramo,6701,F,5453
3018,2005/2006,Teramo,6701,M,4836
3019,2005/2006,Torino,101,F,36067
3020,2005/2006,Torino,101,M,21582
3021,2005/2006,Torino Politecnico,102,F,6390
3022,2005/2006,Torino Politecnico,102,M,17803
3023,2005/2006,Torrevecchia Teatina Leonardo da Vinci - telematica,6902,F,35
3024,2005/2006,Torrevecchia Teatina Leonardo da Vinci - telematica,6902,M,46
3025,2005/2006,Trento,2201,F,7846
3026,2005/2006,Trento,2201,M,7567
3027,2005/2006,Trieste,3201,F,11298
3028,2005/2006,Trieste,3201,M,8079
3029,2005/2006,Tuscia,5601,F,4877
3030,2005/2006,Tuscia,5601,M,5666
3031,2005/2006,Udine,3001,F,8662
3032,2005/2006,Udine,3001,M,7974
3033,2005/2006,Urbino,4101,F,10379
3034,2005/2006,Urbino,4101,M,6752
3035,2005/2006,Venezia C Foscari,2701,F,10246
3036,2005/2006,Venezia C Foscari,2701,M,6449
3037,2005/2006,Venezia Iuav,2702,F,3089
3038,2005/2006,Venezia Iuav,2702,M,3372
3039,2005/2006,Verona,2301,F,14330
3040,2005/2006,Verona,2301,M,7572
3041,2004/2005,Aosta,701,F,454
3042,2004/2005,Aosta,701,M,155
3043,2004/2005,Bari,7201,F,39038
3044,2004/2005,Bari,7201,M,21523
3045,2004/2005,Bari Politecnico,7202,F,3088
3046,2004/2005,Bari Politecnico,7202,M,8347
3047,2004/2005,Basilicata,7601,F,4053
3048,2004/2005,Basilicata,7601,M,3661
3049,2004/2005,Bergamo,1601,F,7676
3050,2004/2005,Bergamo,1601,M,4903
3051,2004/2005,Bologna,3701,F,52809
3052,2004/2005,Bologna,3701,M,45468
3053,2004/2005,Bolzano,2101,F,1196
3054,2004/2005,Bolzano,2101,M,535
3055,2004/2005,Bra Scienze Gastronomiche,401,F,41
3056,2004/2005,Bra Scienze Gastronomiche,401,M,32
3057,2004/2005,Brescia,1701,F,6138
3058,2004/2005,Brescia,1701,M,7104
3059,2004/2005,Cagliari,9201,F,20097
3060,2004/2005,Cagliari,9201,M,12042
3061,2004/2005,Calabria,7801,F,17023
3062,2004/2005,Calabria,7801,M,13803
3063,2004/2005,Camerino,4302,F,3920
3064,2004/2005,Camerino,4302,M,5558
3065,2004/2005,Casamassima - G.Degennaro,7203,F,314
3066,2004/2005,Casamassima - G.Degennaro,7203,M,834
3067,2004/2005,Cassino,6001,F,7605
3068,2004/2005,Cassino,6001,M,6286
3069,2004/2005,Castellanza LIUC,1201,F,602
3070,2004/2005,Castellanza LIUC,1201,M,1415
3071,2004/2005,Catania,8701,F,37594
3072,2004/2005,Catania,8701,M,25310
3073,2004/2005,Catanzaro,7901,F,8226
3074,2004/2005,Catanzaro,7901,M,5282
3075,2004/2005,Chieti e Pescara,6901,F,18007
3076,2004/2005,Chieti e Pescara,6901,M,12378
3077,2004/2005,Ferrara,3801,F,9252
3078,2004/2005,Ferrara,3801,M,7875
3079,2004/2005,Firenze,4801,F,35530
3080,2004/2005,Firenze,4801,M,25891
3081,2004/2005,Foggia,7101,F,6440
3082,2004/2005,Foggia,7101,M,4207
3083,2004/2005,Genova,1001,F,19803
3084,2004/2005,Genova,1001,M,15837
3085,2004/2005,Insubria,1202,F,4370
3086,2004/2005,Insubria,1202,M,3687
3087,2004/2005,L'Aquila,6601,F,9247
3088,2004/2005,L'Aquila,6601,M,8596
3089,2004/2005,Macerata,4301,F,7833
3090,2004/2005,Macerata,4301,M,4272
3091,2004/2005,Marche,4201,F,6106
3092,2004/2005,Marche,4201,M,8823
3093,2004/2005,Messina,8301,F,22437
3094,2004/2005,Messina,8301,M,13640
3095,2004/2005,Milano,1501,F,34417
3096,2004/2005,Milano,1501,M,25346
3097,2004/2005,Milano Bicocca,1509,F,16820
3098,2004/2005,Milano Bicocca,1509,M,9937
3099,2004/2005,Milano Bocconi,1503,F,5034
3100,2004/2005,Milano Bocconi,1503,M,6624
3101,2004/2005,Milano Cattolica,1504,F,24906
3102,2004/2005,Milano Cattolica,1504,M,13099
3103,2004/2005,Milano IULM,1505,F,4938
3104,2004/2005,Milano IULM,1505,M,2074
3105,2004/2005,Milano Politecnico,1502,F,11277
3106,2004/2005,Milano Politecnico,1502,M,28291
3107,2004/2005,Milano San Raffaele,1508,F,902
3108,2004/2005,Milano San Raffaele,1508,M,443
3109,2004/2005,Modena e Reggio Emilia,3601,F,8665
3110,2004/2005,Modena e Reggio Emilia,3601,M,7932
3111,2004/2005,Molise,7001,F,5256
3112,2004/2005,Molise,7001,M,4513
3113,2004/2005,Napoli Benincasa,6304,F,10743
3114,2004/2005,Napoli Benincasa,6304,M,2236
3115,2004/2005,Napoli Federico II,6301,F,51493
3116,2004/2005,Napoli Federico II,6301,M,45170
3117,2004/2005,Napoli L'Orientale,6303,F,7976
3118,2004/2005,Napoli L'Orientale,6303,M,2403
3119,2004/2005,Napoli Parthenope,6302,F,7549
3120,2004/2005,Napoli Parthenope,6302,M,9160
3121,2004/2005,Napoli Vanvitelli,6306,F,15842
3122,2004/2005,Napoli Vanvitelli,6306,M,12217
3123,2004/2005,Padova,2801,F,33542
3124,2004/2005,Padova,2801,M,26548
3125,2004/2005,Palermo,8201,F,37129
3126,2004/2005,Palermo,8201,M,26501
3127,2004/2005,Parma,3401,F,15173
3128,2004/2005,Parma,3401,M,12800
3129,2004/2005,Pavia,1801,F,12037
3130,2004/2005,Pavia,1801,M,9458
3131,2004/2005,Perugia,5401,F,19448
3132,2004/2005,Perugia,5401,M,15906
3133,2004/2005,Perugia Stranieri,5403,F,1310
3134,2004/2005,Perugia Stranieri,5403,M,759
3135,2004/2005,Piemonte Orientale,201,F,6041
3136,2004/2005,Piemonte Orientale,201,M,3817
3137,2004/2005,Pisa,5001,F,23472
3138,2004/2005,Pisa,5001,M,22142
3139,2004/2005,Reggio Calabria,8001,F,4769
3140,2004/2005,Reggio Calabria,8001,M,5134
3141,2004/2005,Roma Biomedico,5808,F,477
3142,2004/2005,Roma Biomedico,5808,M,341
3143,2004/2005,Roma Foro Italico,5806,F,530
3144,2004/2005,Roma Foro Italico,5806,M,698
3145,2004/2005,Roma La Sapienza,5801,F,79705
3146,2004/2005,Roma La Sapienza,5801,M,55107
3147,2004/2005,Roma LUISS,5805,F,2761
3148,2004/2005,Roma LUISS,5805,M,2721
3149,2004/2005,Roma LUMSA,5803,F,4572
3150,2004/2005,Roma LUMSA,5803,M,2350
3151,2004/2005,Roma Marconi - telematica,5810,F,362
3152,2004/2005,Roma Marconi - telematica,5810,M,1167
3153,2004/2005,Roma Tor Vergata,5802,F,16873
3154,2004/2005,Roma Tor Vergata,5802,M,16698
3155,2004/2005,Roma Tre,5807,F,21253
3156,2004/2005,Roma Tre,5807,M,14781
3157,2004/2005,Roma UNINT,5809,F,510
3158,2004/2005,Roma UNINT,5809,M,549
3159,2004/2005,Salento,7501,F,19186
3160,2004/2005,Salento,7501,M,10346
3161,2004/2005,Salerno,6501,F,21714
3162,2004/2005,Salerno,6501,M,15612
3163,2004/2005,Sannio,6201,F,3414
3164,2004/2005,Sannio,6201,M,3492
3165,2004/2005,Sassari,9001,F,9986
3166,2004/2005,Sassari,9001,M,5504
3167,2004/2005,Siena,5201,F,11659
3168,2004/2005,Siena,5201,M,9424
3169,2004/2005,Siena Stranieri,5202,F,349
3170,2004/2005,Siena Stranieri,5202,M,70
3171,2004/2005,Teramo,6701,F,5440
3172,2004/2005,Teramo,6701,M,4866
3173,2004/2005,Torino,101,F,35776
3174,2004/2005,Torino,101,M,23451
3175,2004/2005,Torino Politecnico,102,F,6212
3176,2004/2005,Torino Politecnico,102,M,17754
3177,2004/2005,Trento,2201,F,7512
3178,2004/2005,Trento,2201,M,7320
3179,2004/2005,Trieste,3201,F,11771
3180,2004/2005,Trieste,3201,M,8622
3181,2004/2005,Tuscia,5601,F,4993
3182,2004/2005,Tuscia,5601,M,5311
3183,2004/2005,Udine,3001,F,8383
3184,2004/2005,Udine,3001,M,8050
3185,2004/2005,Urbino,4101,F,11927
3186,2004/2005,Urbino,4101,M,7670
3187,2004/2005,Venezia C Foscari,2701,F,10077
3188,2004/2005,Venezia C Foscari,2701,M,6602
3189,2004/2005,Venezia Iuav,2702,F,3230
3190,2004/2005,Venezia Iuav,2702,M,3603
3191,2004/2005,Verona,2301,F,14247
3192,2004/2005,Verona,2301,M,7581
3193,2003/2004,Aosta,701,F,393
3194,2003/2004,Aosta,701,M,125
3195,2003/2004,Bari,7201,F,37406
3196,2003/2004,Bari,7201,M,20065
3197,2003/2004,Bari Politecnico,7202,F,2955
3198,2003/2004,Bari Politecnico,7202,M,8371
3199,2003/2004,Basilicata,7601,F,4073
3200,2003/2004,Basilicata,7601,M,3594
3201,2003/2004,Bergamo,1601,F,7037
3202,2003/2004,Bergamo,1601,M,4689
3203,2003/2004,Bologna,3701,F,52999
3204,2003/2004,Bologna,3701,M,48531
3205,2003/2004,Bolzano,2101,F,1004
3206,2003/2004,Bolzano,2101,M,436
3207,2003/2004,Brescia,1701,F,5940
3208,2003/2004,Brescia,1701,M,7086
3209,2003/2004,Cagliari,9201,F,19506
3210,2003/2004,Cagliari,9201,M,11822
3211,2003/2004,Calabria,7801,F,16861
3212,2003/2004,Calabria,7801,M,13767
3213,2003/2004,Camerino,4302,F,3925
3214,2003/2004,Camerino,4302,M,5722
3215,2003/2004,Casamassima - G.Degennaro,7203,F,254
3216,2003/2004,Casamassima - G.Degennaro,7203,M,530
3217,2003/2004,Cassino,6001,F,6963
3218,2003/2004,Cassino,6001,M,5169
3219,2003/2004,Castellanza LIUC,1201,F,716
3220,2003/2004,Castellanza LIUC,1201,M,1640
3221,2003/2004,Catania,8701,F,36195
3222,2003/2004,Catania,8701,M,24916
3223,2003/2004,Catanzaro,7901,F,7030
3224,2003/2004,Catanzaro,7901,M,4394
3225,2003/2004,Chieti e Pescara,6901,F,15808
3226,2003/2004,Chieti e Pescara,6901,M,10697
3227,2003/2004,Ferrara,3801,F,9399
3228,2003/2004,Ferrara,3801,M,7765
3229,2003/2004,Firenze,4801,F,35226
3230,2003/2004,Firenze,4801,M,25853
3231,2003/2004,Foggia,7101,F,6171
3232,2003/2004,Foggia,7101,M,4160
3233,2003/2004,Genova,1001,F,19740
3234,2003/2004,Genova,1001,M,15873
3235,2003/2004,Insubria,1202,F,4406
3236,2003/2004,Insubria,1202,M,3528
3237,2003/2004,L'Aquila,6601,F,8990
3238,2003/2004,L'Aquila,6601,M,7836
3239,2003/2004,Macerata,4301,F,7866
3240,2003/2004,Macerata,4301,M,4784
3241,2003/2004,Marche,4201,F,5887
3242,2003/2004,Marche,4201,M,8729
3243,2003/2004,Messina,8301,F,20859
3244,2003/2004,Messina,8301,M,12854
3245,2003/2004,Milano,1501,F,34336
3246,2003/2004,Milano,1501,M,25916
3247,2003/2004,Milano Bicocca,1509,F,16893
3248,2003/2004,Milano Bicocca,1509,M,10134
3249,2003/2004,Milano Bocconi,1503,F,5250
3250,2003/2004,Milano Bocconi,1503,M,6981
3251,2003/2004,Milano Cattolica,1504,F,24858
3252,2003/2004,Milano Cattolica,1504,M,13042
3253,2003/2004,Milano IULM,1505,F,5873
3254,2003/2004,Milano IULM,1505,M,2211
3255,2003/2004,Milano Politecnico,1502,F,11180
3256,2003/2004,Milano Politecnico,1502,M,28760
3257,2003/2004,Milano San Raffaele,1508,F,776
3258,2003/2004,Milano San Raffaele,1508,M,392
3259,2003/2004,Modena e Reggio Emilia,3601,F,8385
3260,2003/2004,Modena e Reggio Emilia,3601,M,7813
3261,2003/2004,Molise,7001,F,5265
3262,2003/2004,Molise,7001,M,4432
3263,2003/2004,Napoli Benincasa,6304,F,10913
3264,2003/2004,Napoli Benincasa,6304,M,2295
3265,2003/2004,Napoli Federico II,6301,F,50204
3266,2003/2004,Napoli Federico II,6301,M,45715
3267,2003/2004,Napoli L'Orientale,6303,F,7363
3268,2003/2004,Napoli L'Orientale,6303,M,2140
3269,2003/2004,Napoli Parthenope,6302,F,7428
3270,2003/2004,Napoli Parthenope,6302,M,9266
3271,2003/2004,Napoli Vanvitelli,6306,F,15817
3272,2003/2004,Napoli Vanvitelli,6306,M,12149
3273,2003/2004,Padova,2801,F,33667
3274,2003/2004,Padova,2801,M,26047
3275,2003/2004,Palermo,8201,F,36164
3276,2003/2004,Palermo,8201,M,26592
3277,2003/2004,Parma,3401,F,15470
3278,2003/2004,Parma,3401,M,12751
3279,2003/2004,Pavia,1801,F,12401
3280,2003/2004,Pavia,1801,M,9846
3281,2003/2004,Perugia,5401,F,19533
3282,2003/2004,Perugia,5401,M,15876
3283,2003/2004,Perugia Stranieri,5403,F,1704
3284,2003/2004,Perugia Stranieri,5403,M,797
3285,2003/2004,Piemonte Orientale,201,F,5844
3286,2003/2004,Piemonte Orientale,201,M,3745
3287,2003/2004,Pisa,5001,F,25399
3288,2003/2004,Pisa,5001,M,24245
3289,2003/2004,Reggio Calabria,8001,F,4610
3290,2003/2004,Reggio Calabria,8001,M,5064
3291,2003/2004,Roma Biomedico,5808,F,442
3292,2003/2004,Roma Biomedico,5808,M,292
3293,2003/2004,Roma Foro Italico,5806,F,575
3294,2003/2004,Roma Foro Italico,5806,M,757
3295,2003/2004,Roma La Sapienza,5801,F,80598
3296,2003/2004,Roma La Sapienza,5801,M,56675
3297,2003/2004,Roma LUISS,5805,F,2609
3298,2003/2004,Roma LUISS,5805,M,2636
3299,2003/2004,Roma LUMSA,5803,F,4307
3300,2003/2004,Roma LUMSA,5803,M,2150
3301,2003/2004,Roma Tor Vergata,5802,F,15988
3302,2003/2004,Roma Tor Vergata,5802,M,16132
3303,2003/2004,Roma Tre,5807,F,21812
3304,2003/2004,Roma Tre,5807,M,14984
3305,2003/2004,Roma UNINT,5809,F,551
3306,2003/2004,Roma UNINT,5809,M,485
3307,2003/2004,Salento,7501,F,19330
3308,2003/2004,Salento,7501,M,10265
3309,2003/2004,Salerno,6501,F,22734
3310,2003/2004,Salerno,6501,M,15846
3311,2003/2004,Sannio,6201,F,3294
3312,2003/2004,Sannio,6201,M,3649
3313,2003/2004,Sassari,9001,F,9938
3314,2003/2004,Sassari,9001,M,5448
3315,2003/2004,Siena,5201,F,11956
3316,2003/2004,Siena,5201,M,9610
3317,2003/2004,Siena Stranieri,5202,F,276
3318,2003/2004,Siena Stranieri,5202,M,65
3319,2003/2004,Teramo,6701,F,5247
3320,2003/2004,Teramo,6701,M,4775
3321,2003/2004,Torino,101,F,36593
3322,2003/2004,Torino,101,M,22303
3323,2003/2004,Torino Politecnico,102,F,6134
3324,2003/2004,Torino Politecnico,102,M,17935
3325,2003/2004,Trento,2201,F,7235
3326,2003/2004,Trento,2201,M,7121
3327,2003/2004,Trieste,3201,F,12316
3328,2003/2004,Trieste,3201,M,11681
3329,2003/2004,Tuscia,5601,F,5054
3330,2003/2004,Tuscia,5601,M,5139
3331,2003/2004,Udine,3001,F,8548
3332,2003/2004,Udine,3001,M,8235
3333,2003/2004,Urbino,4101,F,12616
3334,2003/2004,Urbino,4101,M,8088
3335,2003/2004,Venezia C Foscari,2701,F,9988
3336,2003/2004,Venezia C Foscari,2701,M,6574
3337,2003/2004,Venezia Iuav,2702,F,3341
3338,2003/2004,Venezia Iuav,2702,M,3845
3339,2003/2004,Verona,2301,F,14301
3340,2003/2004,Verona,2301,M,7488
3341,2002/2003,Aosta,701,F,230
3342,2002/2003,Aosta,701,M,75
3343,2002/2003,Bari,7201,F,32738
3344,2002/2003,Bari,7201,M,17430
3345,2002/2003,Bari Politecnico,7202,F,2747
3346,2002/2003,Bari Politecnico,7202,M,8238
3347,2002/2003,Basilicata,7601,F,3819
3348,2002/2003,Basilicata,7601,M,3262
3349,2002/2003,Bergamo,1601,F,6359
3350,2002/2003,Bergamo,1601,M,4224
3351,2002/2003,Bologna,3701,F,53417
3352,2002/2003,Bologna,3701,M,47589
3353,2002/2003,Bolzano,2101,F,857
3354,2002/2003,Bolzano,2101,M,421
3355,2002/2003,Brescia,1701,F,5811
3356,2002/2003,Brescia,1701,M,6899
3357,2002/2003,Cagliari,9201,F,20981
3358,2002/2003,Cagliari,9201,M,12640
3359,2002/2003,Calabria,7801,F,15978
3360,2002/2003,Calabria,7801,M,13215
3361,2002/2003,Camerino,4302,F,3776
3362,2002/2003,Camerino,4302,M,5249
3363,2002/2003,Casamassima - G.Degennaro,7203,F,177
3364,2002/2003,Casamassima - G.Degennaro,7203,M,350
3365,2002/2003,Cassino,6001,F,7087
3366,2002/2003,Cassino,6001,M,5061
3367,2002/2003,Castellanza LIUC,1201,F,685
3368,2002/2003,Castellanza LIUC,1201,M,1635
3369,2002/2003,Catania,8701,F,34107
3370,2002/2003,Catania,8701,M,23600
3371,2002/2003,Catanzaro,7901,F,6382
3372,2002/2003,Catanzaro,7901,M,3784
3373,2002/2003,Chieti e Pescara,6901,F,14558
3374,2002/2003,Chieti e Pescara,6901,M,9059
3375,2002/2003,Ferrara,3801,F,8604
3376,2002/2003,Ferrara,3801,M,7357
3377,2002/2003,Firenze,4801,F,33909
3378,2002/2003,Firenze,4801,M,25549
3379,2002/2003,Foggia,7101,F,5964
3380,2002/2003,Foggia,7101,M,4004
3381,2002/2003,Genova,1001,F,18851
3382,2002/2003,Genova,1001,M,15672
3383,2002/2003,Insubria,1202,F,3863
3384,2002/2003,Insubria,1202,M,3092
3385,2002/2003,L'Aquila,6601,F,8467
3386,2002/2003,L'Aquila,6601,M,7206
3387,2002/2003,Macerata,4301,F,8069
3388,2002/2003,Macerata,4301,M,4927
3389,2002/2003,Marche,4201,F,5826
3390,2002/2003,Marche,4201,M,8624
3391,2002/2003,Messina,8301,F,20685
3392,2002/2003,Messina,8301,M,12323
3393,2002/2003,Milano,1501,F,34765
3394,2002/2003,Milano,1501,M,26350
3395,2002/2003,Milano Bicocca,1509,F,14371
3396,2002/2003,Milano Bicocca,1509,M,8574
3397,2002/2003,Milano Bocconi,1503,F,5435
3398,2002/2003,Milano Bocconi,1503,M,7241
3399,2002/2003,Milano Cattolica,1504,F,25067
3400,2002/2003,Milano Cattolica,1504,M,12903
3401,2002/2003,Milano IULM,1505,F,6661
3402,2002/2003,Milano IULM,1505,M,2221
3403,2002/2003,Milano Politecnico,1502,F,11183
3404,2002/2003,Milano Politecnico,1502,M,28971
3405,2002/2003,Milano San Raffaele,1508,F,667
3406,2002/2003,Milano San Raffaele,1508,M,341
3407,2002/2003,Modena e Reggio Emilia,3601,F,7844
3408,2002/2003,Modena e Reggio Emilia,3601,M,7640
3409,2002/2003,Molise,7001,F,5093
3410,2002/2003,Molise,7001,M,3975
3411,2002/2003,Napoli Benincasa,6304,F,10464
3412,2002/2003,Napoli Benincasa,6304,M,2179
3413,2002/2003,Napoli Federico II,6301,F,49321
3414,2002/2003,Napoli Federico II,6301,M,44957
3415,2002/2003,Napoli L'Orientale,6303,F,8018
